@relation 'Huotari500_noclass4'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute class {1 2 3 4}
@data
0.003308,0.000459,0.004324,0.001511,0.022975,0.008289,0.004609,0.001876,0.013018,0.011014,0.037843,1.212730,0.851195,4.182072,0.614070,8.989391,15.009938,2.647535,3.409952,0.498134,1.041935,-0.312501,0.847945,0.022095,0.001095,2
0.004040,0.000839,0.005555,0.002053,0.020446,0.007273,0.004178,0.001243,0.012069,0.009741,0.101017,0.625111,0.751293,1.246754,0.756795,5.931233,4.400329,2.111339,2.560748,0.366159,0.841926,-0.299406,0.771330,0.041024,0.030021,2
0.003470,0.000262,0.003550,0.000289,0.024020,0.005703,0.007594,0.003600,0.015986,0.009720,0.087257,1.795293,0.293098,1.288684,0.613921,5.441708,3.281085,1.976553,2.836737,0.927448,1.231727,-0.055449,0.387174,0.018589,0.002124,1
0.002812,0.000428,0.003493,0.001063,0.016873,0.007292,0.003967,0.001102,0.010566,0.008423,0.088698,1.234191,0.604932,1.559026,0.684174,5.150368,5.013787,2.123393,2.794940,0.701613,1.116077,-0.210131,0.693852,0.051336,0.044179,2
0.003221,0.000502,0.003885,0.000970,0.020070,0.006163,0.004679,0.001705,0.011915,0.009014,0.052700,1.032698,0.789773,2.381289,0.655313,8.826521,8.760096,2.465820,3.189734,0.475295,1.008960,-0.266048,0.791085,0.007410,0.024268,1
0.003774,0.001396,0.005541,0.002882,0.025049,0.016473,0.003700,0.001348,0.013298,0.015500,0.186593,0.403082,0.729878,0.747378,0.842203,4.149378,2.581124,1.697637,1.961277,0.294460,0.702151,-0.350130,0.751971,0.030204,0.107022,2
0.003802,0.000866,0.004689,0.001401,0.020374,0.008041,0.003742,0.001273,0.011536,0.010128,0.059013,0.834699,0.832392,2.441881,0.693033,8.913934,9.114177,2.451527,3.069490,0.411252,0.936524,-0.318815,0.829933,0.005968,0.011922,1
0.003424,0.000532,0.005974,0.003317,0.015378,0.004363,0.004060,0.001140,0.009771,0.006600,0.069402,0.840695,0.784799,1.961951,0.713468,6.472846,6.971927,2.308336,2.921506,0.459181,0.965616,-0.281552,0.784961,0.034416,0.001355,2
0.003726,0.000743,0.004529,0.001288,0.019428,0.007505,0.004768,0.001623,0.012801,0.009372,0.075076,1.519329,0.498952,1.542010,0.632578,5.153237,4.541493,2.103690,2.918294,0.776859,1.183313,-0.117474,0.553529,0.034384,0.059034,2
0.003111,0.001543,0.003703,0.001553,0.027137,0.019212,0.003143,0.001263,0.012376,0.016881,0.140388,0.499037,0.729975,0.933171,0.805256,5.381503,3.187789,1.908846,2.253284,0.333753,0.767414,-0.322578,0.762641,0.021173,0.019803,3
0.003676,0.000477,0.005164,0.001976,0.013853,0.005848,0.004086,0.001214,0.009969,0.006719,0.171878,0.535636,0.740615,1.031609,0.797185,3.956672,3.594355,1.808699,2.188949,0.353305,0.809987,-0.321154,0.753196,0.065075,0.061431,2
